review_id,book_title,rating,review_cleaned,processed_text,pos_text,sentiment,sentiment_score
0010653153_3_15,被討厭的勇氣,5.0,我之前會很在意別人的看法 希望每個人都喜歡我 但真的很累 看完這本書 我覺得我釋然了! 一如謀個佛教高增說:面對它 處理他 放下它! 推薦給大家!,我 之前 很 在意 別人 看法 希望 每個 人 喜歡 我 但 真的 很 累看 完 本書 我 覺得 我 釋然 一如 謀 個 佛教 高 增 說 面 處理 他 放下 推薦 大家,我/r 之前/f 很/d 在意/v 別人/r 看法/v 希望/v 每個/r 人/n 喜歡/v 我/r 但/c 真的/d 很/d 累看/v 完/v 本書/r 我/r 覺得/v 我/r 釋然/v 一如/c 謀/v 個/q 佛教/nz 高/a 增/v 說/v 面/n 處理/v 他/r 放下/v 推薦/v 大家/n,positive,0.51
0010653153_3_16,被討厭的勇氣,5.0,這本書剛上的時候，造成非常大的轟動跟炫風，但我反而因為這股炫風導致我一開始很排斥去買這本書來看，覺得是媒體炒作。後來過了約一年（或更久），它仍在排行榜上屹立不搖，好奇心戰勝了我無聊的好勝心，我決定來拜讀一下！沒想到拿起來就再也放不下，甚至開始拿筆起來做筆記，甚至拿手機把喜歡的內容掃描起來保存，阿德勒提倡的概念一部分是顛覆了我既定的看法，一部分則是與我不約而同的一致，讓我看了大呼過癮！絕對是一本值得一讀再讀的好書👍🏻,本書 剛上 時候 造成 非常 轟動 炫風 但 我 這股 炫風 我一 開始 很 排斥 去 買 本書 來看 覺得 媒體 炒作 後 來 過 約 一年 久 仍 排行榜 上 屹立 不 搖 好奇心 戰勝 我 無聊 好勝心 我 決定 來 拜讀 一下 沒 想到 拿 起來 再也 放不下 開始 拿筆 起來 做 筆記 拿手 機把 喜歡 內容 掃 描起 來 保存 阿德勒 提倡 概念 一部分 顛覆 我 既定 看法 一部分 則 我 不約而同 一致 我 看 呼 過 癮 絕對 一本 值得 一 讀 再讀 書,本書/r 剛上/t 時候/n 造成/v 非常/d 轟動/v 炫風/v 但/c 我/r 這股/r 炫風/v 我一/r 開始/v 很/d 排斥/v 去/v 買/v 本書/r 來看/u 覺得/v 媒體/n 炒作/v 後/nr 來/v 過/ug 約/d 一年/m 久/a 仍/d 排行榜/n 上/f 屹立/v 不/d 搖/v 好奇心/l 戰勝/v 我/r 無聊/a 好勝心/n 我/r 決定/v 來/v 拜讀/v 一下/m 沒/zg 想到/v 拿/v 起來/v 再也/d 放不下/v 開始/v 拿筆/v 起來/v 做/v 筆記/n 拿手/v 機把/n 喜歡/v 內容/n 掃/v 描起/v 來/zg 保存/v 阿德勒/nr 提倡/v 概念/n 一部分/m 顛覆/v 我/r 既定/b 看法/v 一部分/m 則/d 我/r 不約而同/i 一致/d 我/r 看/v 呼/v 過/ug 癮/n 絕對/d 一本/m 值得/v 一/m 讀/v 再讀/v 書/n,positive,0.9
0010653153_3_17,被討厭的勇氣,4.5,本書是以一位年輕人與哲學家的對話來撰寫的，內容多以「阿德勒」心理學有關，許多事情皆與生活息息相關，雖然中間有一小段讓我閱讀不下去，但是我仍然堅持閱讀，到最後你會發現這本書真的很好，比起第二部被討厭的勇氣，我更喜歡第一部,本書 以 一位 年 輕 人 哲學家 對話來 撰寫 內容 以 阿德勒 心理 學有 關 許多 事情 皆 生活 息息 相關 中間 一小 段 我 閱讀 不 下去 我 仍然 堅持 閱讀 後 你 發現 本書 真的 很 比起 第二部 討厭 勇氣 我 喜歡 第一部,本書/r 以/p 一位/m 年/m 輕/a 人/n 哲學家/n 對話來/l 撰寫/v 內容/n 以/f 阿德勒/nr 心理/n 學有/v 關/v 許多/m 事情/n 皆/d 生活/vn 息息/n 相關/v 中間/f 一小/d 段/q 我/r 閱讀/v 不/d 下去/t 我/r 仍然/d 堅持/v 閱讀/v 後/nr 你/r 發現/v 本書/r 真的/d 很/d 比起/v 第二部/m 討厭/v 勇氣/n 我/r 喜歡/v 第一部/m,positive,0.77
0010653153_3_18,被討厭的勇氣,5.0,我的想法都蠻偏激的，第一次閱讀這本書，對我有很大的幫助，也更加了解自己，謝謝有時自己認為是善意的行為，其實是在介入別人的人生課題，裡面的內容改變我的世界觀，非常受用。感謝,我 想法 蠻 偏激 第一次 閱讀 本書 我 很大 幫助 了解 謝謝 時 認為 善意 行為 其實 介入 別人 人生 課題 裡面 內容 改變 我 世界 觀 非常 受用 感謝,我/r 想法/v 蠻/d 偏激/v 第一次/m 閱讀/v 本書/r 我/r 很大/a 幫助/v 了解/v 謝謝/nr 時/ng 認為/v 善意/v 行為/n 其實/d 介入/v 別人/r 人生/n 課題/n 裡面/f 內容/n 改變/v 我/r 世界/n 觀/x 非常/d 受用/v 感謝/v,positive,1.0
0010653153_3_19,被討厭的勇氣,4.5,這本書主要是透過一位哲學家和一位年輕人的對話做為貫穿各個故事的主軸，並藉由兩者的對話來引導出阿德勒的哲學道理。本書沒有使用艱深的詞彙，然而哲學家的話語與闡發出的哲理卻需反覆咀嚼，是一本在任何一個階段看都會有不同領悟的書籍。,本書 主要 透過 一位 哲學家 一位 年 輕 人 對話 做為 貫穿 各個 故事 主軸 並 藉由 兩者 對話 來引 導出 阿德勒 哲學 道理 本書 沒有 使用 艱深 詞 彙 哲學家 話語 闡發 出 哲理 需 反覆 咀嚼 一本 任何 階段 看 不同 領悟 書籍,本書/r 主要/b 透過/v 一位/m 哲學家/n 一位/m 年/m 輕/a 人/n 對話/n 做為/v 貫穿/v 各個/r 故事/n 主軸/n 並/c 藉由/nr 兩者/n 對話/n 來引/v 導出/v 阿德勒/nr 哲學/n 道理/n 本書/r 沒有/v 使用/v 艱深/a 詞/n 彙/zg 哲學家/n 話語/n 闡發/v 出/v 哲理/n 需/v 反覆/v 咀嚼/v 一本/m 任何/r 階段/n 看/v 不同/a 領悟/n 書籍/n,negative,0.15
0010653153_4_0,被討厭的勇氣,5.0,《被討厭的勇氣》所有的煩惱都是來自於人際關係一直以來的我都是十分在乎別人對我的看法但轉個角度想就是我把自己看成是世界中心其實真的沒人會在乎你怎樣隨口的一句令自己煩心不已一點也不值得以往幾年我也一直沉溺在醉生夢死的生活裡憑著直覺去做事傷害了不少人但內心是一斷向著我咆哮叫我去做我人生的使命我十分矛盾也不敢面前自己保持著網上說的所謂「活在當下」去過得一天算一天當下是快樂的但長期下去內心是難受的從小到大可能我讀書成績較好比賽也拿獎項的因此我不斷給別人稱讚繼而選擇做一個乖小孩去度日總的來說就是活在別人的期望裡好興幸現在我看得懂這本書的思想我要徹底貫徹於我的人生裡勇於選擇不枉此生,討厭 勇氣 所有 煩惱 來 自 於 人際 關 係 以來 我 在乎 別人 我 看法 但 轉 個 角度 我 看成 世界 中心 其 實 真的 沒人會 在乎 你 隨口 一句 令 煩心 不已 一點 不 值得 以往 幾年 我 沉溺在 醉生夢死 生活 裡 憑著 直 覺去 做事 傷害 不少 人 但 內心 一斷 我 咆哮 我 去 做 我 人生 使命 我 矛盾 不敢 面前 保持 網上 說 活 當 下去 過 得 一天 算一天 當下 快樂 但 長期 下去 內心 難受 從小 我 讀書 成績 賽 拿 獎項 我 別人 稱 讚 繼 選 擇 做 一 個 乖 小孩 去 度日 總的 來說 活 別人 期望 裡 好興 幸現 我 看得懂 本書 思想 我 徹底 貫徹 於 我 人生 裡勇 於 選擇 不枉 此生,討厭/v 勇氣/n 所有/b 煩惱/a 來/v 自/p 於/nr 人際/n 關/v 係/zg 以來/f 我/r 在乎/v 別人/r 我/r 看法/v 但/c 轉/v 個/q 角度/n 我/r 看成/v 世界/n 中心/n 其/r 實/v 真的/d 沒人會/l 在乎/v 你/r 隨口/n 一句/m 令/v 煩心/a 不已/d 一點/m 不/d 值得/v 以往/t 幾年/m 我/r 沉溺在/z 醉生夢死/i 生活/vn 裡/f 憑著/v 直/d 覺去/v 做事/v 傷害/v 不少/d 人/n 但/c 內心/n 一斷/d 我/r 咆哮/v 我/r 去/v 做/v 我/r 人生/n 使命/v 我/r 矛盾/an 不敢/d 面前/f 保持/v 網上/s 說/v 活/n 當/t 下去/t 過/ug 得/ud 一天/m 算一天/l 當下/t 快樂/a 但/c 長期/d 下去/t 內心/n 難受/v 從小/d 我/r 讀書/n 成績/n 賽/v 拿/v 獎項/n 我/r 別人/r 稱/v 讚/zg 繼/vg 選/v 擇/v 做/v 一/m 個/q 乖/a 小孩/n 去/v 度日/n 總的/n 來說/u 活/n 別人/r 期望/v 裡/f 好興/a 幸現/v 我/r 看得懂/v 本書/r 思想/n 我/r 徹底/ad 貫徹/v 於/nr 我/r 人生/n 裡勇/nr 於/nr 選擇/v 不枉/v 此生/t,negative,0.39
0010653153_4_1,被討厭的勇氣,5.0,"這本書不論看幾次都一樣有收穫！-剛出版時就曾拜讀過，當時的我只是一名大學生，如今時隔6年後回頭又重新再看一次，感受依然非常飽滿，也慶幸這本書陪伴我成長，最喜歡作者書中提到：「你不是為了滿足他人的期望而活，我也不是為了滿足他人的期待而活，我們沒有必要去滿足別人的期望。」光是這句話就對我的人生受用無窮，-作者也提到讓人感到幸福的關鍵就是「貢獻他人」，即使不是親眼可見的貢獻也沒關係，只要擁有一種""我對某人是有用處的""主觀感受就可以。-推薦給想要得到幸福的人們，這本書非常值得一看再看，收藏一本慢慢閱讀是很棒的享受。",本書 不論 看 幾次 收 穫 剛 出版 時 曾 拜讀 過 當時 我 一名 大學 生 如今 時隔 年 後 回頭 重新 看 一次 感受 依然 非常 飽滿 慶 幸 本書 陪伴 我 成長 喜歡 作者 書 中 提到 你 不是 滿足 他人 期望 活 我 不是 滿足 他人 期待 活 沒有 必要 去 滿足 別人 期望 光是 句 話 我 人生 受用 無窮 作者 提到 人 感到 幸福 關鍵 貢獻 他人 不是 親眼 貢獻 沒 關 係 擁有 一種 我 某人 有用 處 主觀 感受 推薦 想要 得到 幸福 人們 本書 非常 值得 一看再看 收藏 一本 閱讀 很棒 享受,本書/r 不論/c 看/v 幾次/m 收/v 穫/zg 剛/d 出版/v 時/ng 曾/d 拜讀/v 過/ug 當時/t 我/r 一名/m 大學/n 生/vn 如今/t 時隔/n 年/m 後/nr 回頭/v 重新/a 看/v 一次/m 感受/v 依然/d 非常/d 飽滿/v 慶/vg 幸/ng 本書/r 陪伴/n 我/r 成長/v 喜歡/v 作者/n 書/n 中/f 提到/v 你/r 不是/c 滿足/v 他人/r 期望/v 活/n 我/r 不是/c 滿足/v 他人/r 期待/v 活/n 沒有/v 必要/d 去/v 滿足/v 別人/r 期望/v 光是/n 句/q 話/n 我/r 人生/n 受用/v 無窮/d 作者/n 提到/v 人/n 感到/v 幸福/a 關鍵/n 貢獻/nr 他人/r 不是/c 親眼/d 貢獻/n 沒/d 關/v 係/zg 擁有/v 一種/m 我/r 某人/r 有用/v 處/n 主觀/n 感受/v 推薦/v 想要/v 得到/v 幸福/a 人們/n 本書/r 非常/d 值得/v 一看再看/l 收藏/v 一本/m 閱讀/v 很棒/a 享受/v,positive,1.0
0010653153_4_2,被討厭的勇氣,4.5,我想看完之後比起產生了被討厭的勇氣，不如說是更能跟自己感受到被討厭所帶來的憤怒或無力感相處了。換個角度和自己的難受相處，慢慢也許就忘了難受了。,我 看完 之 後 比起 產生 討厭 勇氣 說 感受 討厭 所 帶來 憤怒 無力感相處 換 個 角度 難受 相處 忘 難 受,我/r 看完/v 之/u 後/nr 比起/v 產生/v 討厭/v 勇氣/n 說/v 感受/v 討厭/v 所/u 帶來/v 憤怒/a 無力感相處/l 換/v 個/q 角度/n 難受/v 相處/d 忘/v 難/a 受/v,negative,0.0
0010653153_4_3,被討厭的勇氣,5.0,這本書非常容易淺顯易讀，但需要反覆咀嚼書中哲學家說的話。一本好書可以改變人的想法，而實踐書中的想法可以改變人的一生。個人對暢銷書的可讀性一直都都是半信半疑，這本哲學不但不枯燥艱澀，非常生活化，我推薦。,本書 非常容易 淺顯 易讀 但 需要 反覆 咀嚼 書 中 哲學家 說 話 一本 書 改變 人 想法 實踐 書 中 想法 改變 人 一生 個 人 暢 銷書 可讀 性 半信半疑 這本 哲學 不 枯燥 艱澀 非常 生活化 我 推薦,本書/r 非常容易/l 淺顯/a 易讀/v 但/c 需要/v 反覆/v 咀嚼/v 書/n 中/f 哲學家/n 說/v 話/n 一本/m 書/n 改變/v 人/n 想法/v 實踐/v 書/n 中/f 想法/v 改變/v 人/n 一生/m 個/m 人/n 暢/a 銷書/n 可讀/v 性/n 半信半疑/i 這本/r 哲學/n 不/d 枯燥/a 艱澀/a 非常/d 生活化/vn 我/r 推薦/v,positive,0.99
0010653153_4_4,被討厭的勇氣,4.5,"這本書出來很久了,拖到今年才讀,因為很怕讀到說教的書,先買了網路電子書來看,沒想到讀了一半越看越喜歡,忍不住訂購紙本書來了,而且如果身邊有人有興趣,也會想推薦他們來看,這本書大部分的邏輯都滿認同的,而且聽過心經的課程,這本書和佛教道教的理論也有一點連結,因為還沒讀完,沒比較過和基督教的差異,但我讀到的部分和心經有關聯.推薦.",本書 出來 很 久 拖到 今年 才 讀 很怕 讀到 說教 書 先 買 網路 電子 書 來看 沒 想到 讀 一半 看 喜歡 訂購 紙本書 來 身邊 有人 興趣 推薦 來看 本書 大部分 邏輯 滿 認同 聽過 心經 課程 本書 佛教 道教 理論 一點 連結 沒讀 完 沒比 過 基督教 差異 但 我 讀到 部分 心經 關聯 推薦,本書/r 出來/v 很/d 久/a 拖到/v 今年/t 才/d 讀/v 很怕/d 讀到/v 說教/v 書/n 先/d 買/v 網路/n 電子/n 書/n 來看/u 沒/v 想到/v 讀/v 一半/m 看/v 喜歡/v 訂購/v 紙本書/n 來/v 身邊/s 有人/r 興趣/n 推薦/v 來看/u 本書/r 大部分/m 邏輯/n 滿/a 認同/v 聽過/v 心經/n 課程/n 本書/r 佛教/nz 道教/nz 理論/n 一點/m 連結/a 沒讀/v 完/v 沒比/v 過/ug 基督教/nz 差異/n 但/c 我/r 讀到/v 部分/n 心經/n 關聯/ns 推薦/v,positive,0.9
0010653153_4_5,被討厭的勇氣,5.0,書中的一開頭提到 “ 不應該花太多時間於創傷，這只是個逃避現實的方式 ” 有別於我的想法，讓我從書中得到另一個新的想法。透過年輕人與哲學家對話的形式傳達書中的內容，特別的呈現方式。喜歡書中的兩個觀點，點醒人們是害怕改變， 而不見得沒有能力做到，以及割捨別人的課題。被討厭的勇氣幫助我們了解很多人際的問題， 讓我們在生活中學習如何過得輕鬆自在。IG：sheepcloud_read,書 中 一開 頭 提到 不 應該 花太 時間 於 創傷 個 逃避 現實 方式 有別 於 我 想法 我 書 中 得到 另 新 想法 透過 年 輕 人 哲學家 話 形式 傳達 書 中 內容 特別 呈現 方式 喜歡 書 中 兩個 觀點 點醒 人們 害怕 改變 不 見 得 沒 能力 做到 割 捨 人 課 題 討 厭 勇 氣 幫 助 我 們 了解 很多 人際 問題 在生活中 學習 過得輕 鬆 自 IGsheepcloud read,書/n 中/f 一開/m 頭/n 提到/v 不/d 應該/v 花太/n 時間/n 於/nr 創傷/v 個/zg 逃避/v 現實/n 方式/n 有別/d 於/e 我/r 想法/v 我/r 書/n 中/f 得到/v 另/r 新/a 想法/v 透過/v 年/m 輕/a 人/n 哲學家/n 話/n 形式/n 傳達/v 書/n 中/f 內容/n 特別/d 呈現/v 方式/n 喜歡/v 書/n 中/f 兩個/m 觀點/n 點醒/v 人們/n 害怕/v 改變/v 不/d 見/v 得/ud 沒/d 能力/n 做到/v 割/v 捨/zg 人/n 課/n 題/v 討/v 厭/vg 勇/nr 氣/n 幫/v 助/v 我/r 們/k 了解/v 很多/m 人際/n 問題/n 在生活中/l 學習/v 過得輕/nr 鬆/yg 自/p IGsheepcloud/eng read/eng,positive,0.83
0010653153_4_6,被討厭的勇氣,5.0,此書如此之暢銷，現在應該還是在各大排行榜上屹立不搖吧。但我這幾年來一直沒有勇氣閱讀，也覺得題材不吸引我。在朋友的極力推薦下（他覺得我太自卑），故特別借來閱讀一番，赫然發現，我還真的挺需要的呢！我需要面對什麼呢？1.需要正視改變：不是變不了，而是自己畫地自限。2.心理創傷並不存在：別用經驗決定自我，而是用我們賦予經驗的意義來決定。3.自卑：會在意你長相的只有你自己。4.不要滿足「那個人」的期望而活：割捨別人的課題。以上四點有些是從目錄節錄的，但對我來說，皆是句句抓住我心呀。此書為何會暢銷歷久不衰呢？透過作者長期鑽研阿德勒心理學（心理學三巨頭之一），並將內容簡化成年輕人（有許多煩惱的眾生）和哲學家（負責解答一切疑惑）的相互對話，非常深入而淺出。看完之後覺得豁然開朗，可以用更多角度理解事務的全貌，以及探索了心理學大師的觀點，和我的想法相符。但也會多找找其他心理學家的相關書籍，期待迸出新的火花。,此書 如此 之 暢銷 現在 應該 各 排行榜 上 屹立 不 搖 但 我 幾年 來 沒有 勇氣 閱讀 覺得 題材 不 吸引 我 朋友 力推 薦 下 他 覺得 我 太 自卑 故 特別 借來 閱讀 一番 赫然 發現 我 真的 需要 我 需要 面 需要 正視 改變 不是 變 不了 畫地 自限 心理 創傷 並 不 存在 用 經驗 決定 自我 用 賦予 經驗 意義 來 決定 自卑 在意 你 長相 你 不要 滿足 人 期望 活 割 捨 人 課 題 以上 四點 目錄 節錄 但 我 來說 皆 句句 抓住 我心 此書 暢銷 歷久 不衰 透過 作者 長期 鑽 研 阿德勒 心理 學 心理 學 三 巨頭 之一 並 內容 簡 化成 年 輕 人 許多 煩惱 眾生 哲學家 負責 解答 一切 疑惑 相互 話 非常 深入 淺 出 看完 之 後 覺得 豁然 開朗 用 多角度 理解 事務 全貌 探索 心理 學大師 觀點 我 想法 相符 但 找 找 其他 心理 學家 相關 書籍 期待 迸出 新 火花,此書/r 如此/c 之/u 暢銷/v 現在/t 應該/v 各/r 排行榜/n 上/f 屹立/v 不/d 搖/v 但/c 我/r 幾年/m 來/v 沒有/v 勇氣/n 閱讀/v 覺得/v 題材/n 不/d 吸引/v 我/r 朋友/n 力推/v 薦/vg 下/f 他/r 覺得/v 我/r 太/d 自卑/n 故/c 特別/d 借來/v 閱讀/v 一番/m 赫然/z 發現/v 我/r 真的/d 需要/v 我/r 需要/v 面/n 需要/v 正視/v 改變/v 不是/c 變/zg 不了/v 畫地/n 自限/a 心理/n 創傷/v 並/c 不/d 存在/v 用/p 經驗/n 決定/v 自我/r 用/p 賦予/v 經驗/vn 意義/n 來/v 決定/v 自卑/n 在意/v 你/r 長相/d 你/r 不要/df 滿足/v 人/n 期望/v 活/n 割/v 捨/zg 人/n 課/n 題/v 以上/f 四點/m 目錄/n 節錄/v 但/c 我/r 來說/u 皆/d 句句/q 抓住/v 我心/n 此書/r 暢銷/v 歷久/n 不衰/v 透過/v 作者/n 長期/d 鑽/v 研/vn 阿德勒/nr 心理/n 學/zg 心理/n 學/v 三/m 巨頭/n 之一/r 並/c 內容/n 簡/a 化成/v 年/m 輕/a 人/n 許多/m 煩惱/a 眾生/n 哲學家/n 負責/v 解答/v 一切/r 疑惑/v 相互/d 話/n 非常/d 深入/v 淺/a 出/v 看完/v 之/u 後/nr 覺得/v 豁然/d 開朗/ns 用/p 多角度/ns 理解/v 事務/n 全貌/n 探索/v 心理/n 學大師/n 觀點/n 我/r 想法/v 相符/v 但/c 找/v 找/v 其他/r 心理/n 學家/n 相關/v 書籍/n 期待/v 迸出/v 新/a 火花/n,positive,0.91
0010653153_4_7,被討厭的勇氣,0.5,純粹針對翻譯看了一下日本版沒甚麼問題此版翻譯省略了很多語感行文平板可看性大大降低或許是想用字精簡但說實話完美沒有達到這個效果可惜！,純粹 針對 翻譯 看 一下 日本 版 沒 甚麼 問題 此版 翻譯 省略 很多 語感 行文 平板 可看性 大大降低 用字 精簡 但 說實話 完美 沒有 達到 效果 可惜,純粹/a 針對/p 翻譯/v 看/v 一下/m 日本/ns 版/n 沒/d 甚麼/r 問題/n 此版/r 翻譯/v 省略/n 很多/m 語感/n 行文/n 平板/n 可看性/l 大大降低/n 用字/n 精簡/n 但/c 說實話/l 完美/a 沒有/v 達到/v 效果/n 可惜/v,positive,0.85
0010653153_4_8,被討厭的勇氣,5.0,不管是家中還是學校，又或是職場，都會遇到一系列的問題，有可能是友誼，也有可能是上對下關係，這本書都可以幫你很好的解決，從一開始就帶來衝擊的目的論，到好好地活在當下，都可以為生活帶來不小的幫助，看完書後可能從每次相似事情，你都掌控不了情緒心靈，到最後已經可以大大縮小傷害，並不是說不反駁，而是不需要為了不是你的事生氣，然後傷害到自己，書中提到應該想想那些是你的事，那些不是你的事，也提到了一點，不要稱讚也不要責罵，只要誇獎，這本書好的地方太多不可能一一說完，讓我勇於接納自己，真的讓我受益匪淺,家中 學校 或是 職場 遇到 一系列 問題 友誼 上 下 關 係 本 書 幫 你 很 解決 一 開始 帶來 衝擊 目的 論到 好好 地活 當下 生活 帶來 不小 幫助 看完 書 後 每次 相似 事情 你 掌控 不了情 緒 心靈 後 已經 大大 縮小 傷害 並 不是 說不反駁 不 需要 不是 你 事生 氣然 後 傷 害到 書 中 提到 應該 想想 你 事 不是 你 事 提到 一點 不要 稱 讚 不要 責罵 誇獎 本書 地方 太多 不 一一 說 完讓 我 勇 於 接納 真的 我 受益 匪 淺,家中/s 學校/n 或是/c 職場/n 遇到/v 一系列/m 問題/n 友誼/n 上/f 下/f 關/v 係/yg 本/r 書/n 幫/v 你/r 很/d 解決/v 一/m 開始/v 帶來/v 衝擊/vn 目的/n 論到/v 好好/d 地活/n 當下/s 生活/vn 帶來/v 不小/a 幫助/v 看完/v 書/n 後/nr 每次/r 相似/v 事情/n 你/r 掌控/j 不了情/i 緒/ng 心靈/n 後/nr 已經/d 大大/b 縮小/v 傷害/a 並/c 不是/c 說不反駁/l 不/d 需要/v 不是/c 你/r 事生/n 氣然/z 後/nr 傷/v 害到/v 書/n 中/f 提到/v 應該/v 想想/v 你/r 事/n 不是/c 你/r 事/n 提到/v 一點/m 不要/df 稱/v 讚/zg 不要/df 責罵/v 誇獎/v 本書/r 地方/n 太多/nrt 不/d 一一/m 說/v 完讓/v 我/r 勇/n 於/nr 接納/v 真的/d 我/r 受益/v 匪/dg 淺/a,positive,0.85
0010653153_4_9,被討厭的勇氣,5.0,這本書寫的內容雖然可能很多會顛覆你的常識，但其實是相當實用的。透過主角與哲學家的對話，讓哲學變的不繁雜，而是相當生動有趣。很多理論雖然短期內沒辦法實踐，需要長時間去適應，但個人認為都是相當有用的。很推薦給對人生感到迷茫的人！,本書 寫 內容 很多 顛覆 你 常識 但 其實 相當 實用 透過 主角 哲學家 對話 哲學變 不 繁雜 相當 生動 有趣 很多 理論 短期 內 沒 辦法 實踐 需要 長 時間 去 適應 但 個人 認為 相當 有用 很 推薦 人生 感到 迷茫 人,本書/r 寫/v 內容/n 很多/m 顛覆/v 你/r 常識/n 但/c 其實/d 相當/d 實用/v 透過/v 主角/n 哲學家/n 對話/n 哲學變/n 不/d 繁雜/a 相當/d 生動/vn 有趣/a 很多/m 理論/n 短期/b 內/f 沒/d 辦法/v 實踐/v 需要/v 長/a 時間/n 去/v 適應/v 但/c 個人/n 認為/v 相當/d 有用/v 很/d 推薦/v 人生/n 感到/v 迷茫/z 人/n,positive,0.99
0010653153_4_10,被討厭的勇氣,5.0,好喜歡的一本書。以前總以為過往經驗是因，現在我的決定、想法、行為是過去的因導致的結果。作者帶來極大的思想衝擊，倒因爲果。我們不願意改變 或是 限制自己的其實都不是「過去的我」所形成的。「當下的我」是可以不受過去所羈絆。,喜歡 一本 書 以前 總以 為過 往 經驗 因 現在 我 決定 想法 行為 過去 因導致 作者 帶來 極大 思想 衝擊 倒 因 爲 果 我 們 不 願 意 改 變 或是 限制 其實 不是 過去 我 所 形成 當下 我 不受 過去 所 羈 絆,喜歡/v 一本/m 書/zg 以前/f 總以/c 為過/p 往/p 經驗/n 因/p 現在/t 我/r 決定/v 想法/v 行為/v 過去/t 因導致/n 作者/n 帶來/v 極大/a 思想/n 衝擊/vn 倒/v 因/p 爲/zg 果/ng 我/r 們/k 不/d 願/v 意/ng 改/v 變/v 或是/c 限制/v 其實/d 不是/c 過去/t 我/r 所/u 形成/v 當下/s 我/r 不受/v 過去/t 所/u 羈/ag 絆/v,positive,0.94
0010653153_4_11,被討厭的勇氣,4.5,曾經被這本書深深啟發，當時對同儕關係感到絕望的我，因為這本書而得到救贖，他教會我如何轉換自己的內心角度，去面對更多人際關係相處上的不如意事，十分推薦這本書！,曾經 本書 深深 啟發 當時 同儕 關 係 感到 絕望 我 本書 得到 救 贖 他 教會 我 轉換 內心 角度 去 面 人際 關 係 相 處 上 不如意 事 推薦 本書,曾經/d 本書/r 深深/b 啟發/v 當時/t 同儕/n 關/v 係/zg 感到/v 絕望/v 我/r 本書/r 得到/v 救/v 贖/v 他/r 教會/n 我/r 轉換/v 內心/n 角度/n 去/v 面/n 人際/n 關/v 係/zg 相/d 處/n 上/f 不如意/i 事/n 推薦/v 本書/r,positive,0.66
0010653153_4_12,被討厭的勇氣,4.0,這本書強調的是積極改變自己的心態，只要自己能夠改變思考方式，自然而然地就可以用新的視角去看待以往只能消極面對的事物，並且從而改變自己的生活態度，從此迎接活在當下的喜悅。這本書很適合思考消極的人閱讀，然而這本書對於無法勉強自己去積極思考的人來說，算是一帖殘忍的猛藥，可能需要多看幾次並試著去實踐細節以後，才會逐漸體會阿德勒的哲學。只是個人覺得積極思考無法完全應用在所有情況，對實踐者過度嚴格的要求容易讓人忽略傷是如何形成的，與思考如何能防範使自己不再受傷。,本書 強調 積極 改變 心態 能夠 改變 思考 方式 自然而然 地 用 新 視角 去 看待 以往 消極面 事物 改變 生活 態度 從此 迎接 活 當下 喜悅 本書 很 適合 思考 消極 人 閱讀 本書 於 無法 勉強 去 積極 思考 人 來說 算是 一帖 殘忍 猛藥 需要 看 幾次 並 試著 去 實踐 細節 以 後 才 體會 阿德勒 哲學 個 人 覺得 積極 思考 無法 完全 應用 所有 情況 實踐 者 過度 嚴格 要求 容易 人 忽略 傷 形成 思考 防範 使 不再 受傷,本書/r 強調/v 積極/ad 改變/v 心態/n 能夠/v 改變/v 思考/v 方式/n 自然而然/i 地/uv 用/p 新/a 視角/n 去/v 看待/v 以往/t 消極面/n 事物/n 改變/v 生活/vn 態度/n 從此/c 迎接/v 活/n 當下/s 喜悅/a 本書/r 很/d 適合/v 思考/v 消極/n 人/n 閱讀/v 本書/r 於/nr 無法/n 勉強/v 去/v 積極/ad 思考/v 人/n 來說/u 算是/v 一帖/m 殘忍/a 猛藥/n 需要/v 看/v 幾次/m 並/c 試著/v 去/v 實踐/v 細節/n 以/p 後/nr 才/d 體會/v 阿德勒/nr 哲學/n 個/m 人/n 覺得/v 積極/ad 思考/v 無法/n 完全/ad 應用/v 所有/b 情況/n 實踐/v 者/k 過度/d 嚴格/ad 要求/v 容易/a 人/n 忽略/d 傷/v 形成/v 思考/v 防範/v 使/v 不再/d 受傷/v,positive,0.73
