box-img href,box-img src,name,level,detail,date,title,title href,description,refcount
https://www.books.com.tw/booksComment/memberComment/wr7uVvv9ar,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,閱讀遇金箱(IG: readtulip),Lv.4,5,2026/01/27,花了四年才學會的事—— 習慣不是成就，而是溫柔自己,https://www.books.com.tw/booksComment/detailComment/5587144,36 歲那年，主管的一句話震撼到我：「如果每天進步 1%，一年就會成長 37 倍。」對一個愛比較又怕輸的人來說，這根本是詛咒。於是我買了人生第一本商管書《原子習慣》，想知道怎麼用最輕鬆的方法，變成很厲害的人。老實說，第一次讀這本書我覺得超難看。花了大半年才讀完，最後只記住三個重點：習慣的複利效應、身分認同、培養習慣的四個步驟。但四年後的現在，正是這三個概念，默默改變了我的生活。我用「改變身分認同」戒掉飲料——每次同事揪團訂飲料時，就跟自己說：「我是一個不喝飲料的人。」說了一百遍，真的成為對飲料無感的人。後來開始「作家計畫」培養寫作習慣，卻在第八天發現：我掉進了三個誤區——過度強調身分認同、迷信環境設計、太想追求完美。這些方法原本該是支持，卻變成了壓力。直到我把「我是一位作家」改成「我正在成為一位作家」，才明白：習慣養成不是每天都要表現完美，而是就算狀態很差，仍願意溫柔地陪自己走完這一天。也許，這才是《原子習慣》沒有明說，卻是我花了好幾年才真正學會的事。（🌷更多閱讀心得請搜尋「閱讀遇金箱」）,3
https://www.books.com.tw/booksComment/memberComment/a1n7FgR0zq,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,貓,Lv.1,5,2026/01/25,從小習慣大大的改變自己,https://www.books.com.tw/booksComment/detailComment/5586904,書中提供了很多改變自己的小技巧，透過微小的累積，從不那麼困難的簡單設定開始，帶領讀者一步步打破「零」到完成大的終極目標。,1
https://www.books.com.tw/booksComment/memberComment/n4rnbQu0ZN,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,vivi,Lv.2,5,2026/01/08,每天進步1%,https://www.books.com.tw/booksComment/detailComment/5583828,真正能改變人生的不是一時巨大的決定，而是每天微小卻持續的行動。作者指出，習慣就像原子一樣，看似微不足道，長期累積卻能產生巨大的影響。書中提出「讓好習慣變得明顯、有吸引力、容易、令人滿足」，以及相反地削弱壞習慣，這些方法讓改變不再困難。我特別認同書中提到的「身份認同」觀念，與其只設定目標，不如先成為想成為的那種人，行為自然會跟上。這本書讓我明白，成功不是靠意志力硬撐，而是靠設計環境與建立系統。只要每天進步一點點，時間會替我們放大成果，最終帶來深遠的改變。,2
https://www.books.com.tw/booksComment/memberComment/HlW2oD4wop,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,Rock7,Lv.2,5,2025/12/03,成為你想成為的人,https://www.books.com.tw/booksComment/detailComment/5577235,目標可能是一致的，關鍵在於累積的小習慣。積沙成塔般將每一個小細節完成，累積的力量不容小覷。此書引用許多真實案例，貼近我們生活中常發生的小事，其實都是我們成敗關鍵。推薦給迷茫中的你，讓微小習慣成為改變自己的美好過程。,1
https://www.books.com.tw/booksComment/memberComment/nFD8aQkaL7,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,MM,Lv.3,5,2025/11/21,不拖延的人生,https://www.books.com.tw/booksComment/detailComment/5575251,「原子習慣」這本書算是「為什麼我們這樣生活，那樣工作」的理論實踐版，偏重於實務習慣的養成，以重視行動力而非時間多寡。習慣的養成取決於頻率，而非時間往往人初期願意去改變，一次花大量時間，但最終卻多以失敗告終，以「原子」極微小的改變，隨著時間推移，形成巨大習慣改變。,1
https://www.books.com.tw/booksComment/memberComment/xxx5447686,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,蛙係揪吉(IG：WACJUG),Lv.2,5,2025/11/10,無論何時何地，都可以使用原子習慣,https://www.books.com.tw/booksComment/detailComment/5573642,細微改變帶來巨大成就，細小的改變就如同0.99999與1.00001這般差別，雖然差別小，但在時間的複利或是重複不斷的執行運作下，這般細微的差別會逐漸變大，最終形成完全不一樣的結果。想養成習慣，可以看此書學習如何養成也可以看完這書，思考如何讓自己成為1.00001而非0.99999，因為這二者差別太大了!!,1
https://www.books.com.tw/booksComment/memberComment/xxx3446453,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,小嘉,Lv.2,5,2025/11/10,五星推薦,https://www.books.com.tw/booksComment/detailComment/5573518,只能說是一本改變人生的書！看完之後按照步驟，把想要養成的習慣逐步拆解，並且捆綁一些行動，真的就成功了。難怪會是暢銷書，實至名歸！,1
https://www.books.com.tw/booksComment/memberComment/JhLsQ2XIHi,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,Ebooker,Lv.3,5,2025/11/07,兩分鐘法則與習慣堆疊,https://www.books.com.tw/booksComment/detailComment/5573134,兩分鐘法則：將新習慣門檻降至兩分鐘內完成，目標是“開始”，讓行為自動化，持續為理想的身份認同投票。習慣堆疊：利用「在舊習慣之後，執行新習慣」的公式，將新行為明確連接到既有行程中，創造穩定的啟動提示,2
https://www.books.com.tw/booksComment/memberComment/gEGa6eRbJ6,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,Skyler_,Lv.3,5,2025/10/04,每天1%的複利效應,https://www.books.com.tw/booksComment/detailComment/5567806,常常在榜上看到+朋友送的就認真地看了，可能有些普世的道理，但能時時提醒自己從細微起心動念開始實踐，讓自己每天達到一點小目標，累積一點小成功，慢慢向前推進達到最終目標！,1
https://www.books.com.tw/booksComment/memberComment/iAbG0pNWAh,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,54參,Lv.1,5,2025/09/24,利用切割把習慣挖出來,https://www.books.com.tw/booksComment/detailComment/5566355,作者用自身實踐的例子，寫出了我們一般人很常忽略的東西，並不適要你時上緊拉票，從睜開眼打拼到闔眼，而是從自身需求出發，透過跟自己的對話，比起這個...更想要....，並且利用習慣的培養，把每個原本視為零散，忽略的小單元，做整併，變成完整的時間，做完一件事情是一本透過系統系統性方式，或是一條龍方式，全面的彙整與創新,1
https://www.books.com.tw/booksComment/memberComment/8NmDoMfT6P,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,薰貝貝,Lv.6,5,2025/09/04,小習慣也能改變人生,https://www.books.com.tw/booksComment/detailComment/5562775,《原子習慣》把改變習慣拆成很小、易上手的步驟，每一點都實際又可操作。讀起來不像說教，更像有人在旁邊輕聲提醒你：「改變其實沒那麼難。」書裡案例多，也能看到日常生活如何微調就能累積大成果。雖然方法簡單，但真的開始做，會慢慢感受到不同的影響，非常實用又務實。,5
https://www.books.com.tw/booksComment/memberComment/xxx1410705,https://im1.book.com.tw/image/getImage?i=https://addons.books.com.tw/G/ADbanner/2024/01/person_08.png&v=65a0fdcek&w=80&h=80,Emma,Lv.4,5,2025/09/01,《原子習慣》：用1%的改變，累積出37倍的自己,https://www.books.com.tw/booksComment/detailComment/5562031,《原子習慣》指出，真正的改變來自於每天1%的微小累積，時間一久，將帶來驚人的複利效應。作者強調，與其專注目標，不如設計一套能持續推動行為的「系統」，從環境、提示、行動與獎賞四方面著手，讓好習慣變得容易執行，壞習慣難以持續。習慣建立的關鍵，是圍繞「想成為什麼樣的人」來塑造身分認同，而非只追求短期成效。書中理論淺白實用，幫助讀者從日常生活中一點一滴地進步，不必靠意志力硬撐，也能逐步走向更好的自己。這不是一本激勵你拼命的書，而是教你如何溫柔而有效地自我改造。,6
https://www.books.com.tw/booksComment/memberComment/n0mtfOZrrJ,https://im2.book.com.tw/image/getImage?i=https://addons.books.com.tw/G/ADbanner/booksCommentAvatar/avatars_160x160_b1.png&v=6614ae56k&w=80&h=80,螞蟻兒,Lv.5,5,2025/08/31,《原子習慣》: 如何透過習慣複利改變人生,https://www.books.com.tw/booksComment/detailComment/5561797,《原子習慣》這本書也是很多人推薦，這本書主要在講習慣對人們的影響，會經由時間所產生的複利效應而產生巨大的差異，所以我們不應當輕忽小習慣對我們的影響。不管是好習慣還是壞習慣，在短期內看不出很明顯的影響，所以我們常常傾向選擇那些做起來輕鬆，且能得到立即滿足的行為。但是長此以往可能會產生較明顯的影響，如果是壞習慣甚至會危害到身心的健康。尤其許多壞習慣養成之後除了產生複利效應，還會產生加乘效果，將壞習慣的影響放大。所以如果想要改變人生，就要儘可能避免一些會在未來造成負面影響的壞習慣，同時養成一些會在未來造成正面效益的好習慣。想想看你未來一年後、五年後、十年後想要成為什麼樣的人，有了這樣的身分認同，並且擬訂計畫，設定短期目標、中期目標、長期目標是什麼，以及該做哪些事情，就能明白現在應該做哪些事情，應該養成哪些好習慣。因為成功並非一蹴可幾，需要靠時間的累積和其他許多複雜的因素才能水到渠成。你現在不努力，未來也不會收穫成功的果實。當然《原子習慣》這本書並沒有教我們要把焦點放在我們的目標上面，而是要將焦點放在我們的系統上。目標會激發我們的鬥志，達成目標會讓我們建立自信。但目標同時也是雙面刃，當我們無法達成目標或者追逐夢想太痛苦時，我們就容易受挫，甚至會讓我們放棄努力，繼續回到過往的狀態。但是如果你把焦點放在我們的系統上，也就是重視過程而非結果，重視你的進步而非與目標之間的落差，重視與自己的比較而非與他人的比較，你比較能夠在失敗與無聊之中堅持下去，因為你相信只要你持續在正確的道路上前進，你終究是能夠獲取令人滿意的成果。《原子習慣》這本書提出了許多與習慣有關的論點，包含習慣的背後原理，如何利用各種策略養成好習慣以及剔除壞習慣，以及習慣所產生的巨大改變。我想大部分人的痛點在於想要達成什麼目標，或者想要養成什麼好習慣、想要戒除什麼壞習慣，但是卻常常朝三暮四、半途而廢，因此而苦惱不已。例如你知道適當健身對身體有益，一開始也常常跑健身房。但是因為雨季或冷天懶得出門，或者因為工作忙碌、工作疲憊而變得懶散，而漸漸失去積極的動力。或者你知道暴飲暴食和垃圾食物對身體有害，一開始你也極力去克制自己的食慾，但是因為工作壓力大，或者情緒低落，又重新走回老路，不自覺又開始飲食失控。很多人怪罪於自己意志力不夠堅定，不斷地自責內疚，最後就開始擺爛，認為自己就是這樣的人。不過意志力原本就有限額的存在，你所做的每一個決定，你每一次的誘惑抗拒，都會消耗意志力。過度依賴意志力來行事，很容易會因為發生什麼變故或緊急狀況，讓自己無暇去處理那些你真正想從事的活動上面。過一陣子你所養成的新習慣也會因此而中斷。為了避免這種情況，我們就不能過度依賴意志力，而是要透過習慣的力量，將某項行為自動化; 或者透過減少阻力，讓行動變得更輕鬆，不至於太費力。愈是費力的行動，愈容易半途而廢; 愈是容易達成的小勝利，愈容易堅持下去。想要利用習慣的力量，首先是要改變對自我的身分認同。你想要成為什麼樣的人，只有自己最清楚。你不需要為了滿足其他人的期待，而勉強自己成為迎合他人的人，做自己想成為的人就好。當然你的身分認同並不一定適合你的個性，只有真正嘗試過，你才知道這件事情適不適合你，符不符合你的興趣。例如很多年輕人都嚮往當Youtuber，但是不是所有人的個性都適合當Youtuber，不喜歡上鏡、急於求成沒有耐心、無法忍受與期待的落差、無法忍受他人的攻訐與批評等等，如果無法及時調整自己的心態，很容易會因為遇到瓶頸或挫折而放棄。想要受歡迎或者將知識變現的話，還有許多管道可以嘗試。透過不斷地試誤找到人生的方向，並且為此努力不懈，才能夠逐漸成為你想要成為的樣子。《原子習慣》這本書提供四個簡單的法則，讓你能夠養成好習慣，這四個法則分別為:一、讓提示顯而易見。提示是引發行為的刺激或訊號，讓提示進入我們的意識中而不是忽略它，才能夠提醒我們去從事想要的行為，進而養成習慣。可以透過改造環境讓提示以視覺顯而易見，也可以透過手機的提醒功能，讓我們記得什麼時刻、在什麼地方應該要做什麼事情。或者可以利用「習慣堆疊」策略，將新習慣建立在舊習慣之上，當你從事舊習慣時，你自然會想到要從事新習慣。不過要注意我們大腦常常會對於習以為常的東西視而不見，所以當你發現提示不再具有效果時，你就必須更改提示的內容，或者考慮另外的做法。同樣地，如果你想要戒除一項壞習慣，你應該從環境中移除和這個習慣有關的提示，因為提示會引發渴望。你也應該離開那些會讓你養成壞習慣的環境或人際關係，當然有時候現實不允許我們這麼做，這時候你只能採用其他的策略。二、讓習慣有吸引力。沒有足夠的渴望，就沒有足夠的動機去做我們想從事的行為，除非是像工作或出於責任感、習慣或外在壓力等促使人們採取行動的情況。想要自動自發去做那些具有長期報酬的事物，光是瞭解某些習慣的好處並不夠，還要讓習慣有吸引力。可以透過誘惑綑綁，將習慣與愉快的事物結合在一起，讓我們能愉快從事新習慣。或者尋找同好，分享彼此的進步和心得，互相激勵。或者可以多看一些相關領域成功人士的經驗和分享，無論是從書籍、影音、社群網路、演講等管道來接觸相關的資訊，我們都能夠從中或多或少學到一些東西，並且透過實踐找到適合自己的方式。同樣地，如果你想要戒除一項壞習慣，你應該儘可能降低這個習慣的吸引力。作者提出「強調戒除壞習慣的益處，可以降低壞習慣的吸引力」的方式我覺得還不夠，畢竟壞習慣帶來的立即獎賞非常強大，不是強調習慣的益處或壞處就能夠引發戒除壞習慣的動機。不過可以使用「習慣替代」策略，用新的好習慣來取代舊的壞習慣。新習慣可能比舊習慣還要有吸引力，或者當你將大部分的時間和心力放在需要長期投入的事物上面，你自然是沒太多的時間去做那些壞習慣。三、讓行動輕而易舉。降低行動的阻力，或者增加行動的助力，可以讓行動更容易實踐，容易實踐就容易養成習慣，愈是需要花費心力就愈容易半途而廢。可以先從小任務做起，等到習慣後再逐步挑戰更大的目標。如果身體抗拒改變的話，那就先要求自己做兩分鐘就好了，然後下次再做個兩分鐘，以此類推。習慣不怕時間短而怕中斷，一旦中斷的話要再勉強自己做就需要花費更多的心力了。另外可以設計自己周遭的環境，讓自己的新習慣變成「順手」去做，而不是「特地」去做。只要阻力愈小，愈容易養成新習慣。同時可以善用科技或者不同的資源，增加習慣的助力，必要的時候可以花錢買。例如想要養成閱讀的習慣，可以善用電子書資源或者購買電子書閱讀器，讓自己可以更方便地閱讀。同樣地，如果你想要戒除一項壞習慣，你應該儘可能讓這個習慣更困難才能達成。可以多設幾道障礙，例如把手機放到難以取得的地方，或者請人幫忙保管，這樣可以減少滑手機的時間。或者你可以利用承諾機制，向其他人或者大眾公開你的承諾，利用外在壓力讓自己不得不戒除某個壞習慣。不過我覺得這種做法也算是在運用意志力，強迫自己不得不放棄喜歡事物或成癮事物的做法，弄不好可能會造成報復性反彈，不但違背承諾，還讓自己陷入自責的情緒當中。四、讓獎賞令人滿足。做完一項行為的獎賞或回饋如果讓我們滿意，我們會更有動力重複該項行為。在習慣養成初期，外部獎賞比內部獎賞還要有吸引力，立即獎賞比延遲獎賞還要有吸引力。當我們做完一項行為時，我們可以給自己一個小獎勵。每天記錄自己的小勝利，可以讓我們繼續保持積極的動力。將大目標劃分成許多個小目標，每完成一項小目標就是一項小勝利，比起完成整個大目標才能感受到的成就感，完成小目標或者達成里程碑可以讓我們獲得立即的滿足。透過「習慣追蹤器」，紀錄並追蹤我們習慣的實踐情況，可以讓我們感受到進步。不用跟其他人做比較，跟過去的自己做比較就好，只要長期呈現進步的趨勢就值得喜悅。等到習慣產生複利效應時，驅動我們繼續前行的，不再只是那些外部的獎賞，而是來自內部的滿足感、自信感和成就感。同樣地，如果你想要戒除一項壞習慣，你應該儘可能讓這個習慣的結果令人難受。立即性懲罰會讓我們儘量避免去從事該項壞習慣，光是瞭解習慣的壞處還不至於讓我們產生動力去戒除，因為延遲性的懲罰對現在的我們來說不痛不癢，我們大多只享受現在。可以透過建立問責或監督自己的對象，在我們違背契約時，給予立即性的懲罰。就算沒有問責的對象，光是公開承諾就能夠給予自己外在的壓力，讓自己不得不遵守承諾。【結論】《原子習慣》這本書透過分析習慣的機制來制訂策略，用來養成好習慣或者戒除壞習慣，這一點算是蠻新鮮的。一般想要養成什麼好習慣或者戒除壞習慣可能是受到了什麼刺激，例如體檢報告上的紅字或警告、醫師或專業人士的警告或建議、看見別人在炫耀努力的成果等等情況，激發了我們想要改變的動力。不過這樣的動力大部分都是三分鐘熱度不能持久，我們因此常常懊惱不已。我們確實想要改變，也曾經努力想要改變，但結果卻失敗了。其實《原子習慣》這本書並沒有教我們要成為一個完美的人，有著完美的好習慣，沒有半點壞習慣，時時刻刻為了目標而努力。而是教我們要成為一個進步的人，就算只有一些微小的改變，只要比過去還要進步就值得欣喜。也許你現在有著許多壞習慣，想戒卻很難戒掉，這沒什麼關係。先試著做出一些微小的改變，然後慢慢朝向你想要成為的人邁進。在《戒斷力》這本書中有一句話我很喜歡:「人生除去過多不必要事物，便會索然無味。」就算我們有一些壞習慣那又如何? 如果你不是一個高度自律的性格，過多的好習慣只會把自己壓得喘不過氣來，反而有適度的休閒娛樂還能夠調劑一下身心。放輕鬆不要太急躁，只要願意做出改變，耐心等待終究能夠看見成長與轉變。,7
https://www.books.com.tw/booksComment/memberComment/IKEwiJt08K,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,Fang,Lv.6,5,2025/08/23,微小改變，非凡成果,https://www.books.com.tw/booksComment/detailComment/5560283,本書作者深入淺出的介紹人類習慣的科學，強調小習慣不僅會累積，還會產生複利效應，最終帶來非凡的成果。作者認為建立習慣的過程，其實就是成為自己的過程，我們可以藉由了解習慣的四個階段，1.「提示」引起渴望，2.「渴望」激發行動，3.「行動」提供獎賞，4.「獎賞」滿足渴望。以及對應的四個改善方式，1.讓「提示」顯而易見，2.讓「習慣」有吸引力，3.讓「行動」輕而易舉，4.讓「獎賞」令人滿足等，來打造自己的專屬系統，建立好習慣。生命的品質，取決於習慣的品質，而改變習慣最有效的方法，就是將焦點放在我們「想成為什麼樣的人」的身分認同及信念上，而不僅僅是我們「想要達成什麼樣的目的」。我們就是我們的習慣，只要我們願意堅持多年，持續重複著、熱愛著看似微不足道的習慣，最後我們將逐步成為自己心中那個「更好的自己」。,8
https://www.books.com.tw/booksComment/memberComment/MNfDuTBYDr,https://im2.book.com.tw/image/getImage?i=https://addons.books.com.tw/G/ADbanner/2024/01/person_07.png&v=65a0fdcek&w=80&h=80,🌸康栗米讀書🌸,Lv.5,5,2025/08/22,習慣養成的必讀經典《原子習慣》,https://www.books.com.tw/booksComment/detailComment/5560145,談到習慣養成，不可不讀的一本書就是《原子習慣》，作者非常懂得激勵人心，讀完之後獲得滿滿的動力，迫不及待地想執行書裡的習慣守則。而每個習慣守則，除了科學例證，還會搭配生活化的舉例，最棒的是，書的後面有許多習慣養成表格，還有育兒教養的運用手冊。推薦給正在培養習慣，或是想要培養習慣的人。🍀習慣的四階段模型作者詹姆斯·克利爾在書裡提到的四階段模型 :【提示】、【渴望】、【回應】、【獎賞】，並結合生物學、神經科學、哲學和心理學領域，讓習慣可以系統化執行，提升養成習慣的成功機率。📌【提示】環境的影響力大過一切。要養成習慣，就要讓習慣顯而易見，例如想要培養閱讀習慣，就要把書擺在自己看得到的地方，可能是書桌上或是自己的閱讀角落。📌【渴望】習慣的背後，唯有獲得獎賞，才有持續下去的動力。這邊不得不提到關鍵的化學物質多巴胺，當我們期待獲得獎勵的瞬間，多巴胺就會分泌，使我們更有動力來執行習慣。📌【回應】透過訂立確切的行動方案來執行習慣。例如要培養運動習慣，我可以訂下 : 早上起床後(時間)，我要到OO公園(地點)慢跑30分鐘(執行行為)，必須明確記錄時間、地點還有想要執行的行為，書裡提到行動方案描述越詳細，越容易被執行。📌【獎賞】以獎賞滿足慾望只有獲得自己可接受的獎賞，才讓人有動力執行習慣。有效的獎賞，才能讓執行習慣這件事情，更有吸引力。舉例來說 : 對於愛吃的人，知道達成目標後的可以吃一頓美食，也許她會更有動力。想要建立自動化習慣，需要透過提示來引起渴望，渴望激發回應，回應提供獎賞，獎賞滿足渴望，這樣就形成一個神經迴路。🍀我最有感的部分是【習慣堆疊】【習慣堆疊】對我來說滿有效的，透過既有的習慣，再疊加新的習慣，執行起來也較不費力。我自己有早起的習慣，為了培養運動習慣，我將我的習慣改成 → 『早起運動後，就能享用美味的早餐。』吃早餐是我的犒賞，也成為我運動的動力來源，這個習慣持續了一年多，目前仍在進行中。🌻我非常喜歡《原子習慣》裡的一句話「強大的成果總是姍姍來遲」，因為要放棄很容易，但要堅持很困難，很多人還沒看到終點就放棄了，卻沒想到拐個彎就是終點，真的很可惜。《原子習慣》的習慣守則，教你如何讓習慣持續下去，當然自律也很重要，不過透過習慣的養成，自律也會慢慢培養起來。你有什麼要培養的新習慣嗎？試試看《原子習慣》的四階段模型，希望讓好習慣能陪伴你長長久久。🌸更多讀書心得，請搜尋臉書粉絲團 : 康栗米讀書,9
https://www.books.com.tw/booksComment/memberComment/yZOpA169pK,https://www.books.com.tw/csss/myacc/images/member-avatar-def.png,Yann,Lv.2,4,2025/08/07,系統性,https://www.books.com.tw/booksComment/detailComment/5557017,選到正確的習慣進步就很簡單，選到錯誤的習慣，人生就充滿掙扎搏鬥。設計出讓你容易成功的環境做出可以造就巨大成果的微小改變。,9
